,names,narr_names,general,vascular,neoplasm,immune/infection/inflammatory,congenital,trauma,surgical,pregnant,variants
	Second and Third Trimester Bleeding  Placenta previa diagnosed on prior US. 
	Persistent low lying-placenta. 
	Second and Third Trimester Bleeding  Placenta previa and history of Caesarean section. 
	Uterine contractions and pain. 
"
57,04_17.txt,Staging and Follow-up of Ovarian Cancer,,,,,,,,,"	Initial staging of pretreatment ovarian cancer. 
	Extent of disease in suspected or known recurrence of ovarian cancer. 
"
58,04_18.txt,Suspected Placenta Accreta Spectrum Disorder,,,,,,,,,"	Low  risk  for  placenta  accreta  spectrum  disorder.  No  known  clinical  risk  factors.  Initial  imaging. 
	High risk for placenta accreta spectrum disorder. Initial imaging. 
	Follow-up of placenta accreta spectrum disorder. 
"
59,05_01.txt,Major Blunt Trauma,,,,,,,,x,"	Major blunt trauma. Hemodynamically unstable. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Not otherwise specified. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Suspected facial injury. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Suspected extremity trauma. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Suspected bowel trauma. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Suspected urinary system, including urethra  trauma. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Suspected chest trauma. Initial imaging. 
	Major blunt trauma. Hemodynamically stable. Pregnant patient. Initial imaging. 
"
60,06_01.txt,Acute Hand and Wrist Trauma,,,,,,,,,"	Acute blunt or penetrating trauma to the hand or wrist. Initial imaging. 
	Suspect acute hand or wrist trauma. Initial radiographs negative or equivocal. Next imaging  study. 
	Acute  wrist  fracture  on  radiographs.  Suspect  wrist  tendon  or  ligament  trauma.  Next  imaging study. 
	Initial radiographs showing distal radioulnar joint or carpal malalignment in the absence of  fracture. Next imaging study. 
	Acute  hand  fracture  on  radiographs.  Suspect  hand  tendon  or  ligament  trauma.  Next  imaging study. 
	Initial  radiographs  showing  metacarpophalangeal,  proximal  interphalangeal,  or  distal  interphalangeal joint malalignment in the absence of fracture. Next imaging study. 
	Suspect  penetrating  trauma  with  a  foreign  body  in  the  soft  tissues  in  the  hand  or  wrist.  Initial radiographs are negative. Next imaging study. 
"
61,06_02.txt,Acute Hip Pain-Suspected Fracture,,,,,,,,,"	Acute hip pain. Fall or minor trauma. Suspect fracture. Initial imaging. 
	Acute hip pain. Fall or minor trauma. Negative radiographs. Suspect fracture. Next imaging  study. 
"
62,06_03.txt,Acute Trauma to the Ankle,,,,,,,,,"	Acute Trauma to the Ankle  Adult or child >5 years old. Patient meets Ottawa Ankle Rules:  1.  Inability to bear weight immediately after the injury, OR  2.  Point tenderness over the medial malleolus, the posterior edge or inferior tip of the   lateral malleolus, talus, or calcaneus, OR   3.  Inability to ambulate for 4 steps in the emergency department. 
	Adult  or  child  >5  years  old.  Acute  injury  to  the  ankle;  does  not  meet  the  Ottawa  Ankle  Rules. No  point tenderness  over the  malleoli,  talus, or  calcaneus  on  physical  examination.  Able to walk.  Neurologically intact (including no peripheral neuropathy). First study. 
	Adult or child >5 years old. Acute injury to the ankle. Does not meet Ottawa Ankle Rules.  Patient  is  not  neurologically  intact  and/or  has  a  peripheral  neuropathy  that  involves  the  ankle and foot. First study. 
	Acute Trauma to the Ankle  Adult or child >5 years old. Acute injury to the ankle with persistent pain. Radiographs not  obtained at time of injury. Initial study. 
	Adult or child >5 years old. Acute injury to the ankle with >1 week persistent pain. Initial  radiographs negative. 
	Adult  or  child  >5  years  old.  Acute  injury  to  the  ankle.  Radiographs  demonstrate  talus  fracture. Next study. 
	Acute Trauma to the Ankle   Adult or child >5 years old. Acute injury to the ankle. Radiographs suggest an osteochondral  injury. Next study. 
	Adult  or  child  >5  years  old.  Acute  injury  to  the  ankle.  Radiographs  and/or  physical  examination suggest syndesmotic injury. Next study. 
"
63,06_04.txt,Acute Trauma to the Foot,,,,,,,,,"	Adult  or  child  older  than  5  years  of  age.  Acute  trauma  to  the  foot.  Ottawa  rules  can  be  evaluated  without  exclusionary  criteria.  Ottawa  rules  are  negative.  No  suspected  abnormalities in regions not evaluated by the Ottawa rules. Initial imaging. 
	Adult  or  child  older  than  5  years  of  age.  Acute  trauma  to  the  foot.  Ottawa  rules  can  be  evaluated without exclusionary criteria. Ottawa rules are positive. Initial imaging. 
	Adult or child older than 5 years of age. Acute trauma to the foot. Ottawa rules cannot be  evaluated due to exclusionary criteria. Initial imaging. 
	Adult  or  child  older  than  5  years  of  age.  Acute  trauma  to  the  foot.  Ottawa  rules  can  be  evaluated without exclusionary criteria. Ottawa rules are negative. Suspected pathology in  an anatomic area not addressed by Ottawa rules (not involving the midfoot; eg, metatarsal- phalangeal joint, metatarsal, toe, tendon, etc). Initial imaging. 
	Adult or child older than 5 years of age. Acute trauma to the foot. Suspect Lisfranc injury,  tendon injury, or occult fracture or dislocation. Radiographs are normal or equivocal. Next  imaging study. 
	Adult  or  child  older  than  5  years  of  age.  Acute  trauma  to  the  foot.  Suspect  penetrating  trauma with a foreign body. Radiographs of the foot are negative. Next imaging study. 
"
64,06_05.txt,Acute Trauma to the Knee,,,,,,,,,"	Acute Trauma to the Knee  Adult or child >1 year old. Fall or twisting injury, no focal tenderness, no effusion; able to  walk. First study. 
	Adult or child >1 year old. Fall or twisting injury, with one or more of the following: focal  tenderness, effusion, inability to bear weight. First study. 
	Acute Trauma to the Knee  Adult  or  child  >1  year  old.  Fall  or  twisting  injury  with  either  no  fracture  or  a  Segond  fracture seen on a radiograph, suspect internal derangement. Next study. 
	Adult  or  child  >1  year  old.  Fall  or  twisting  injury  with  a  tibial  plateau  fracture  on  a  radiograph, with additional bone or soft-tissue injury suspected. Next study. 
	Acute Trauma to the Knee   Adult or child >1 year old. Injury to knee, mechanism unknown. Focal patellar tenderness,  effusion, able to walk.  
	Adult  or  child  >1  year  old.  Significant  trauma  to  the  knee  from  motor  vehicle  accident,  suspect knee dislocation. 
"
65,06_06.txt,Chronic Ankle Pain,,,,,,,,,"	Chronic ankle pain. Initial imaging. 
	Chronic ankle pain. Multiple sites of degenerative joint disease in the hindfoot detected by  ankle radiographs. Next study. 
	Chronic ankle pain. Ankle radiographs normal, suspected osteochondral lesion. Next study. 
	Chronic  ankle  pain.  Ankle  radiographs  normal  or  nonspecific,  suspected  tendon  abnormality. Next study. 
	Chronic ankle pain. Ankle radiographs normal or nonspecific, suspected ankle instability.  Next study. 
	Chronic ankle pain. Ankle radiographs normal or nonspecific, suspected ankle impingement  syndrome. Next study. 
	Chronic ankle pain. Ankle radiographs normal, pain of uncertain etiology. Next study. 
"
66,06_07.txt,Chronic Back Pain: Suspected Sacroiliitis/Spondyloarthropathy,,,,,,,,,"	Inflammatory  sacroiliac  or  back  symptoms.  Suspected  axial  spondyloarthropathy.  Initial  evaluation. 
	Inflammatory sacroiliac symptoms. Suspected axial spondyloarthropathy. Radiographs  negative or equivocal. 
	Inflammatory  back  pain  symptoms.  Suspected  axial  spondyloarthropathy.  Radiographs  negative or equivocal. 
	Inflammatory  sacroiliac  symptoms.  Suspected  axial  spondyloarthropathy.  Negative  radiographs and MRI of the sacroiliac joints. 
	Spine ankyloses. Suspected fracture.
	Known axial spondyloarthropathy. Follow-up for treatment response or disease progression. 
"
67,06_08.txt,Chronic Elbow Pain,,,,,,,,,"	Evaluation for chronic elbow pain. First test. 
	Mechanical symptoms (locking, clicking, limited motion); suspect intra-articular osteocartilaginous body or synovial abnormality; radiographs nondiagnostic.
	Suspect occult fracture or other bone abnormality; radiographs nondiagnostic. 
	Assess stability of osteochondral injury; radiographs nondiagnostic. 
	Palpable soft-tissue mass; radiographs nondiagnostic. 
	Suspect chronic epicondylitis, refractory to empirical treatment; radiographs nondiagnostic. 
	Suspect collateral ligament tear; radiographs nondiagnostic. 
	Suspect biceps tendon tear; radiographs nondiagnostic. 
	Suspect nerve abnormality; radiographs nondiagnostic. 
	Elbow stiffness; suspect heterotopic ossification/osteophytosis by radiography. Next test. 
	Suspect inflammatory arthritis or bursitis; radiographs obtained. 
"
68,06_09.txt,Chronic Extremity Joint Painâ€“Suspected Inflammatory Arthritis,,,,,,,,,"	Chronic extremity joint pain. Suspect rheumatoid arthritis.
	Chronic extremity joint pain. Suspect seronegative spondyloarthropathy.
	Chronic extremity joint pain. Suspect gout.
	Chronic extremity joint pain. Suspect calcium pyrophosphate dihydrate disease (pseudogout). 
	Chronic extremity joint pain. Suspect erosive osteoarthritis. 
"
69,06_10.txt,Chronic Foot Pain,,,,,,,,,"	Chronic Foot Pain  Chronic foot pain of unknown etiology. First study. 
	Adult or child. Painful rigid flat foot. Radiographs unremarkable or equivocal and clinical  concern for tarsal coalition. 
	Chronic Foot Pain  Radiographs  unremarkable  or  equivocal  and  clinical  concern  for  complex  regional  pain  syndrome type I. 
	Adult  or  child.  Radiographs  noncontributory.  Pain  and  tenderness  over  head  of  second  metatarsal and clinical concern for Freiberg infraction. 
	Chronic Foot Pain  Pain and tenderness over tarsus, unresponsive to conservative therapy. Radiographs showed  accessory ossicle. 
	Radiographs  unremarkable,  equivocal,  or  further  diagnostic  information  needed.  Clinical  concern for inflammatory arthopathy, including rheumatoid arthritis. 
	Chronic Foot Pain  Localized pain at the  plantar aspect of the heel. Radiographs unremarkable or equivocal.  Clinical concern for plantar fasciitis. 
	Burning pain and paresthesias along the plantar surface of the foot and toes. Radiographs  unremarkable or equivocal. Clinical concern for tarsal tunnel syndrome. 
	Pain  in  the  3-4  web  space  with  radiation  to  the  toes.  Radiographs  unremarkable  or  equivocal. Clinical concern for Morton neuroma. 
	Chronic Foot Pain  Athlete  with  pain  and  tenderness  over  tarsal  navicular.  Radiographs  unremarkable  or  equivocal. Clinical concern for stress injury or occult fracture. 
	Radiographs  unremarkable  or  equivocal  and  with  persistent  clinical  concern  for  tendinopathy. 
"
70,06_11.txt,Chronic Hip Pain,,,,,,,,,"	Chronic hip pain. First test. 
	Chronic  hip  pain.  Radiographs  negative,  equivocal,  or  nondiagnostic.  Suspect  extra- articular noninfectious soft-tissue abnormality, such as tendonitis. 
	Chronic hip pain. Radiographs negative, equivocal, or nondiagnostic. Suspect impingement. 
	Chronic  hip  pain.  Radiographs  negative,  equivocal,  or  nondiagnostic.  Suspect  labral  tear  with or without clinical findings consistent with or suggestive of impingement. 
	Chronic hip pain. Evaluate articular cartilage. Next test after radiographs. 
	Chronic  hip  pain.  Radiographs  positive.  Arthritis  of  uncertain  type.  Infection  is  a  consideration. 
	Chronic  hip  pain.  Radiographs  suggestive  of  pigmented  villonodular  synovitis  or  osteochondromatosis. 
	Chronic hip pain and low back, pelvic, or knee pathology. Want to exclude hip as the source.  Radiographs negative, equivocal, or showing mild osteoarthritis. 
	Computer navigation of hip arthroplasty or modeling. 
"
71,06_12.txt,Chronic Knee Pain,,,,,,,,,"	Adult or child greater than or equal to 5 years of age. Chronic knee pain. Initial imaging. 
	Adult  or  child  greater  than  or  equal  to  5  years  of  age.  Chronic  knee  pain.  Initial  knee  radiograph negative or demonstrates joint effusion. Next imaging procedure. 
	Adult  or  child  greater  than  or  equal  to  5  years  of  age.  Chronic  knee  pain.  Initial  knee  radiograph  demonstrates  osteochondritis  dissecans  (OCD),  loose  bodies,  or  history  of  cartilage or meniscal repair. Next imaging procedure. 
	Adult  or  child  greater  than  or  equal  to  5  years  of  age.  Chronic  knee  pain.  Initial  knee  radiograph  demonstrates  degenerative  changes  or  chondrocalcinosis.  Next  imaging  procedure. 
	Adult  or  child  greater  than  or  equal  to  5  years  of  age.  Chronic  knee  pain.  Initial  knee  radiograph  demonstrates  signs  of  prior  osseous  injury  (ie,  Segond  fracture,  tibial  spine  avulsion, etc). Next imaging procedure. 
"
72,06_13.txt,Chronic Wrist Pain,,,,,,,,,"	Chronic wrist pain. With or without prior injury. Best initial study. 
	Chronic wrist pain. Routine radiographs normal or nonspecific. Persistent symptoms. Next  study. 
	Chronic wrist pain. Routine radiographs normal or nonspecific. Suspect inflammatory  arthritis. Next study. 
	Chronic  wrist  pain.  Radiographs  normal  or  show  nonspecific  arthritis.  Exclude  infection.  Next study. 
	Ulnar-sided chronic wrist pain. Radiographs normal or nonspecific. Next study. 
	Radial-sided chronic wrist pain. Radiographs normal or nonspecific. Next study. 
	Chronic wrist pain. Radiographs normal or nonspecific. Suspect KienbÃ¶ckâ€™s disease. Next  study. 
	Chronic wrist pain. KienbÃ¶ckâ€™s disease on radiographs. Next study. 
	Chronic wrist pain. Palpable mass or suspected occult ganglion cyst. Radiographs normal or  nonspecific. Next study. 
	Chronic wrist pain. Suspect occult fracture or stress fracture. Radiographs nondiagnostic.  Next study. 
	Chronic  wrist  pain.  Radiographs  show  old  scaphoid  fracture.  Evaluate  for  nonunion,  malunion, osteonecrosis, or post-traumatic osteoarthritis. Next study. 
	Chronic  wrist  pain.  Radiographs  normal  or  nonspecific.  Suspect  carpal  tunnel  syndrome.  Next study. 
"
73,06_14.txt,Follow-up of Malignant or Aggressive Musculoskeletal Tumors,,,,,,,,,"	Follow-up of Malignant or Aggressive Musculoskeletal Tumors  Lower-risk  patient  (low  grade).  Evaluation  for  metastatic  disease  to  the  lung  from  musculoskeletal primary. Baseline examination at time of diagnosis. 
	Lower-risk  patient  (low  grade).  Evaluation  for  metastatic  disease  to  the  lung  from  musculoskeletal primary. Follow-up examination 3â€“6 months after treatment or surgery. 
	Follow-up of Malignant or Aggressive Musculoskeletal Tumors  Higher-risk  patient  (high  grade).  Evaluation  for  metastatic  disease  to  the  lung  from  musculoskeletal primary. Baseline examination at time of diagnosis. 
	Higher-risk  patient  (high  grade).  Evaluation  for  metastatic  disease  to  the  lung  from  musculoskeletal primary. Follow-up examination 3â€“6 months after treatment or surgery. 
	Follow-up of Malignant or Aggressive Musculoskeletal Tumors  Evaluation  for  osseous  metastatic  disease  from  musculoskeletal  primary.  Asymptomatic.  Baseline and follow-up examination. 
	Evaluation  for  osseous  metastatic  disease  from  musculoskeletal  primary.  Symptomatic.  Baseline and follow-up examination. 
	Follow-up of Malignant or Aggressive Musculoskeletal Tumors  Osseous tumor, without significant hardware present. Local recurrence. 
	Osseous tumor, with significant hardware present. Local recurrence. 
	Follow-up of Malignant or Aggressive Musculoskeletal Tumors  Soft-tissue tumors. Local recurrence surveillance. Follow-up examination 3â€“6 months after  treatment or surgery. 
"
74,06_15.txt,Imaging After Shoulder Arthroplasty,,,,,,,,,"	Imaging After Shoulder Arthroplasty  Follow-up of the asymptomatic patient with a primary shoulder arthroplasty. 
	Symptomatic  patient  with  a  primary  shoulder  arthroplasty;  unknown  diagnosis.  Initial  study. 
	Imaging After Shoulder Arthroplasty  Evaluating patients with a painful primary shoulder arthroplasty: suspect aseptic loosening.  Additional imaging following radiographs. 
	Imaging After Shoulder Arthroplasty  Evaluating  patients  with  a  painful  primary  shoulder  arthroplasty:  suspect  infection.  Additional imaging following radiographs. 
	Evaluating  patients  with  a  painful  primary  total  shoulder  arthroplasty:  suspect  fracture.  Additional imaging following radiographs. 
	Imaging After Shoulder Arthroplasty  Evaluating  primary  shoulder  arthroplasty  patients  with  possible  rotator  cuff  tear.  Additional imaging following radiographs. 
	Evaluating primary shoulder arthroplasty patients with possible nerve injury. Additional  imaging following radiographs. 
"
75,06_16.txt,Imaging after Total Hip Arthroplasty,,,,,,,,,"	Imaging After Total Hip Arthroplasty  Follow-up of the asymptomatic patient with a total hip arthroplasty. 
	Total hip arthroplasty, evaluating suspected component malposition. 
	Imaging After Total Hip Arthroplasty  Evaluating patients with a painful primary total hip arthroplasty: infection not excluded. 
	Evaluating patients with a painful primary total hip arthroplasty: suspect aseptic loosening  (infection excluded). 
	Imaging After Total Hip Arthroplasty  Evaluating suspected particle disease (aggressive granulomatous disease, infection excluded). 
	Evaluating patients with a painful primary metal-on-metal total hip arthroplasty or surface  replacement: evaluate for aseptic lymphocyte-dominated vasculitis-associated lesion. 
	Imaging After Total Hip Arthroplasty  Total hip arthroplasty, trochanteric pain; suspect abductor injury or trochanteric bursitis. 
	Total hip arthroplasty; suspect iliopsoas bursitis or tendinitis. 
	Imaging After Total Hip Arthroplasty   Total hip arthroplasty, suspect nerve damage. 
	Total hip arthroplasty, evaluate heterotopic bone. 
	Imaging After Total Hip Arthroplasty  Total hip arthroplasty, suspect periprosthetic fracture. 
"
76,06_17.txt,Imaging After Total Knee Arthroplasty,,,,,,,,,"	Follow-up of the asymptomatic patient with a total knee arthroplasty. 
	Status post total knee arthroplasty. Measuring component wear. 
	Pain  after  total  knee  arthroplasty.  Periprosthetic  infection  not  excluded.  Initial  imaging  evaluation, including image-guided intervention. 
	Pain after total knee arthroplasty. Joint aspiration cultures positive for infection. Additional  imaging following radiographs. 
	Pain  after  total  knee  arthroplasty.  Joint  aspiration  culture(s)  negative  or  inconclusive.  Suspect  infection.  Additional  imaging  following  radiographs,  including  image-guided  intervention. 
	Pain after total knee arthroplasty. Negative studies for infection. Suspect aseptic loosening.  Additional imaging following radiographs. 
	Pain  after  studies  granulomas/osteolysis. Additional imaging following radiographs.   total  knee  arthroplasty.  Negative   for   infection.  Suspect 
	Pain after total knee arthroplasty. Clinical concern for instability. 
	Pain after total knee arthroplasty. Suspect periprosthetic fracture. 
	Status  post  total  knee  arthroplasty.  Suspect  complications  related  to  the  patella  or  the  patellar  loosening  or  wear,  impingement, and osteonecrosis).   (subluxation,  dislocation,   fracture,  component   liner 
	Pain after total knee arthroplasty. Measuring component rotation. 
	Pain after total knee arthroplasty. Suspect periprosthetic soft-tissue abnormality unrelated  to infection, including quadriceps or patellar tendinopathy (quadriceps or patellar tendon  tears,  postoperative  arthrofibrosis,  patellar  clunk  syndrome,  or  impingement  of  nerves  or  other soft tissues). 
"
77,06_18.txt,Management of Vertebral Compression Fractures,,,,,,,,,"	New  symptomatic  compression  fracture  identified  on  radiographs  or  CT.  No  known  malignancy. 
	Osteoporotic compression fracture, with or without edema on MRI and no â€œred flagsâ€. With  or without spinal deformity, worsening symptoms, or pulmonary dysfunction. 
	Painful  osteoporotic  compression  fracture  with  edema  on  MRI.  Contraindication  to  vertebral  augmentation  or surgery  (eg,  fitness,  pregnancy,  infection,  coagulation  disorder,  etc). 
	Known malignancy and new back pain. Compression fracture identified on radiographs or  CT. 
	Asymptomatic pathologic spinal fracture with or without edema on MRI. 
	Pathologic spinal fracture with severe and worsening pain. 
	Pathologic spinal fracture with spinal deformity or pulmonary dysfunction. 
	Pathologic spinal fracture with neurologic deficits. 
"
78,06_19.txt,Osteonecrosis of the Hip,,,,,,,,,"	Osteonecrosis of the Hip  Adult or Child. Clinically suspected osteonecrosis. First study. 
	Adult.  Clinically  suspected  osteonecrosis.  Normal  radiographs  or  radiographs  that  show  femoral head lucencies suspicious for osteonecrosis. 
	Child. Clinically suspected osteonecrosis. Normal radiographs or radiographs suspicious for  osteonecrosis. 
	Osteonecrosis of the Hip   Adult.  Osteonecrosis  with  femoral  head  collapse  by  radiographs  in  the  painful  hip(s).  Surgery contemplated. 
	Child.  Osteonecrosis  with  femoral  head  collapse  by  radiographs  in  the  painful  hip(s).  Surgery contemplated. 
	Osteonecrosis of the Hip   Adult  or  child.  Osteonecrosis  clinically  suspected.  Radiographs  normal  or  abnormal  but  MRI contraindicated. Further evaluation is needed. 
"
79,06_20.txt,Osteoporosis and Bone Mineral Density,,,,,,,,,"	Asymptomatic BMD screening or individuals with established or clinically suspected low BMD.
	Osteoporosis and Bone Mineral Density  In patients with T-scores less than âˆ’1.0 and one or more of the following:  a.  Women age â‰¥70 years or men age â‰¥80 years  b.  Historical height loss >4 cm (>1.5 inches)  c.  Self-reported but undocumented prior vertebral fracture  d.  Glucocorticoid therapy equivalent to â‰¥5 mg of prednisone or equivalent per day for â‰¥3 months 
	Follow-up. Patients demonstrated to have risk for fracture or low density. 
	Identify low BMD. Premenopausal females with risk factors. Males 20â€“50 years of age with risk factors.
	Follow-up to low BMD. Premenopausal females with risk factors. Males 20â€“50 years of age  with risk factors. 
	Osteoporosis and Bone Mineral Density  Diagnosis. Males and females >50 years of age with advanced degenerative changes of the  spine with or without scoliosis. 
	Suspected  fracture  (nonscreening)  of  a  vertebral  body  based  on  acute  or  subacute  symptomatology  in  a  patient  with  suspected  osteoporosis  or  a  patient  treated  with  corticosteroids (>3 months). First examination. 
	Suspected  fracture  (nonscreening)  of  a  vertebral  body  based  on  acute  or  subacute  symptomatology  in  a  patient  with  suspected  osteoporosis  or  a  patient  treated  with  corticosteroids (>3 months). Initial radiograph is negative. 
	Osteoporosis and Bone Mineral Density  Patients  on  long-term  treatment  (3â€“5  years)  of  bisphosphonates  with  thigh  or  groin  pain.  First examination.  
	Patients on long-term treatment (3â€“5 years) of bisphosphonates with thigh or groin pain and  negative radiographs. 
"
80,06_21.txt,Primary Bone Tumors,,,,,,,,,"	Suspect primary bone tumor. Initial imaging. 
	Suspect  primary  bone  tumor.  Radiographs  negative  or  do  not  explain  symptoms.  Next  imaging study. 
	Suspect  primary  bone  tumor.  Benign  radiographic  features.  Not  osteoid  osteoma.  Next  imaging study. 
	Suspect primary bone tumor. Radiographs or clinical presentation suggest osteoid osteoma.  Next imaging study. 
	Suspect  primary  bone  tumor.  Lesion  on  radiographs.  Indeterminate  or  aggressive  appearance for malignancy. Next imaging study. 
	â€œIncidentalâ€ osseous lesion on MRI or CT scan for unrelated indication. Suspect primary  bone tumor. Not clearly benign. Next imaging study. 
"
81,06_22.txt,Shoulder Pain-Atraumatic,,,,,,,,,"	Atraumatic shoulder pain. Initial imaging. 
	Atraumatic  shoulder  pain.  Suspect  rotator  cuff  disorders  (tendinosis,  tear,  calcific  tendinitis). Initial radiographs normal or inconclusive. Next imaging study. 
	Atraumatic shoulder pain. Suspect labral tear and instability. Initial radiographs normal or  inconclusive. Next imaging study. 
	Atraumatic shoulder pain. Suspect bursitis. Initial radiographs normal or inconclusive. Next  imaging study. 
	Atraumatic  shoulder  pain.  Suspect  adhesive  capsulitis.  Initial  radiographs  normal  or  inconclusive. Next imaging study. 
	Atraumatic  shoulder  pain.  Suspect  biceps  tendinitis,  bursitis,  dislocation,  or  tear.  Initial  radiographs normal or inconclusive. Next imaging study. 
	Pain  after  rotator  cuff  repair.  Initial  radiographs  normal  or  inconclusive.  Next  imaging  study. 
	Atraumatic shoulder pain. Neurogenic pain (excluding plexopathy). Initial imaging. 
"
82,06_23.txt,Shoulder Pain-Traumatic,,,,,,,,,"	Traumatic shoulder pain. Any etiology. Initial imaging. 
	Traumatic shoulder pain. Nonlocalized shoulder pain. Negative radiographs. Next imaging  study. 
	Traumatic shoulder pain. Radiographs show humeral head or neck fracture. Next imaging  study. 
	Traumatic shoulder pain. Radiographs show scapula fracture. Next imaging study. 
	Traumatic  shoulder  pain.  Radiographs  show  Bankart  or  Hill-Sachs  lesion.  Next  imaging  study. 
	Traumatic shoulder pain. Radiographs normal. Physical examination and history consistent  with dislocation event or instability. Next imaging study. 
	Traumatic  shoulder  pain.  Radiographs  normal.  Physical  examination  findings  consistent  with labral tear. Next imaging study. 
	Traumatic  shoulder  pain.  Radiographs  normal.  Physical  examination  findings  consistent  with rotator cuff tear. Next imaging study.  
	Traumatic shoulder pain. Radiographs already performed. Physical examination consistent  with vascular compromise. Next imaging study. 
	Traumatic  shoulder  pain.  Radiographs  already  performed.  Neuropathic  syndrome  (excluding plexopathy). Next imaging study. 
"
83,06_24.txt,Soft-Tissue Masses,,,,,,,,,"	Soft-tissue mass. Superficial or palpable. Initial imaging study. 
	Soft-tissue  mass.  Nonsuperficial  (deep)  or  nonspecific  clinical  assessment  or  located  in  an  area  difficult  to  adequately  evaluate  with  radiographs  (flank,  paraspinal  region,  groin,  or  deep soft tissues of the hands and feet). Initial imaging study. 
	Soft-tissue  mass.  Nondiagnostic  initial  evaluation  (ultrasound  and/or  radiograph).  Next  imaging study. 
	Soft-tissue mass. Nondiagnostic initial evaluation. Presenting with spontaneous hemorrhage  or suspicion of vascular mass. Next imaging study. 
	Soft-tissue  mass.  Nondiagnostic  initial  evaluation.  Patient  nonâ€“MRI  compatible  or  with  metal limiting MR evaluation. Next imaging study. 
"
84,06_25.txt,"Stress (Fatigue/Insufficiency) Fracture, Including Sacrum, Excluding Other Vertebrae",,,,,,,,x,"	Suspected stress (fatigue) fracture, excluding vertebrae. First imaging study. 
	Suspected stress (fatigue) fracture, hip. Negative radiographs. Next imaging study. 
	Suspected stress (fatigue) fracture, excluding hip and vertebrae. Negative radiographs. Next  imaging study. 
	Suspected stress (fatigue) fracture, excluding vertebrae. Negative radiographs. Immediate  â€œneed-to-knowâ€ diagnosis. Next imaging study. 
	Confirmed  stress  (fatigue)  fracture,  excluding  vertebrae.  Follow-up  imaging  study  for  â€œreturn-to-playâ€ evaluation. 
	Suspected stress (insufficiency) fracture, pelvis or hip. First imaging study. 
	Suspected stress (insufficiency) fracture, pelvis or hip. Negative radiographs. Next imaging  study. 
	Suspected stress (insufficiency) fracture of lower extremity, excluding pelvis and hip. First  imaging study. 
	Suspected  stress  (insufficiency)  fracture  of  lower  extremity,  excluding  pelvis  and  hip.  Negative radiographs. Next imaging study. 
	Follow-up imaging study for characterizing nonspecific focal uptake on Tc-99m MDP bone  scintigraphy, suspected to be a stress fracture. 
	Suspect stress (fatigue or insufficiency) fracture, pelvis or hip or sacrum. Pregnant patient. 
	Suspect stress (fatigue or insufficiency) fracture of the long bones. Pregnant patient.  
"
85,06_26.txt,Suspected Osteomyelitis of the Foot in Patients with Diabetes Mellitus,,,,,,,,,"	Suspected osteomyelitis of the foot in patients with diabetes mellitus. Initial imaging. 
	Soft-tissue swelling without ulcer. Suspected osteomyelitis or early neuropathic arthropathy  changes  of  the  foot  in  patients  with  diabetes  mellitus.  Additional  imaging  following  radiographs. 
	Soft-tissue swelling with ulcer. Suspected osteomyelitis of the foot in patients with diabetes  mellitus  with  or  without  neuropathic  arthropathy.  Additional  following  radiographs. 
"
86,06_27.txt,"Suspected Osteomyelitis, Septic Arthritis, or Soft Tissue Infection (Excluding Spine and Diabetic Foot)",,,,,,,,,"	Suspected Osteomyelitis, Septic Arthritis, or Soft Tissue Infection (Excluding Spine and  Diabetic Foot)  Suspected osteomyelitis, septic arthritis, or soft-tissue infection (excluding spine and diabetic  foot). First study. 
	Soft-tissue  or  juxta-articular  swelling.  Suspected  soft-tissue  infection.  Additional  imaging  following radiographs. 
	Suspected  Osteomyelitis,  Septic  Arthritis,  or  Soft  Tissue  Infection  (Excluding  Spine  and  Diabetic Foot)  Soft-tissue or juxta-articular swelling with a history of puncture wound. Suspected foreign  body. Negative radiographs. 
	Suspected  Osteomyelitis,  Septic  Arthritis,  or  Soft  Tissue  Infection  (Excluding  Spine  and  Diabetic Foot)  Soft-tissue or juxta-articular swelling with cellulitis and a skin lesion, injury, wound, ulcer,  or blister. Suspected osteomyelitis. Additional imaging following radiographs.  
	Suspected  Osteomyelitis,  Septic  Arthritis,  or  Soft  Tissue  Infection  (Excluding  Spine  and  Diabetic Foot)  Soft-tissue  or  juxta-articular  swelling  with  a  history  of  prior  surgery.  Suspected  osteomyelitis or septic arthritis. Additional imaging following radiographs.  
	Suspected  Osteomyelitis,  Septic  Arthritis,  or  Soft  Tissue  Infection  (Excluding  Spine  and  Diabetic Foot)  Pain  and  swelling  or  cellulitis  associated  with  site  of  previous  nonarthroplasty  hardware.  Suspected osteomyelitis or septic arthritis. Additional imaging following radiographs. 
	Suspected  Osteomyelitis,  Septic  Arthritis,  or  Soft  Tissue  Infection  (Excluding  Spine  and  Diabetic Foot)  Draining sinus (not associated with a joint prosthesis). Suspected osteomyelitis. Additional  imaging following radiographs. 
	Clinical examination suggesting crepitus. Suspected soft-tissue gas. First study. 
